,text
8089,"['tugas', 'bahasa', 'indonesia', 'bpjs', 'kesehatan', 'jadi', 'syarat', 'membuat', 'sim', 'stnk', 'skck', 'bahkan', 'jual', 'beli', 'tanah', 'saya', 'kurang', 'setuju', 'karena', 'yang', 'pertama', 'kurang', 'adanya', 'hubungan', 'bpjs', 'pada', 'sim', 'karena', 'bpjs', 'sendiri', 'itu', 'menyelenggarakan', 'jaminan', 'kesehatan', 'seluruh', 'masyarakat', 'indonesia']"
8090,"['setelah', 'syarat', 'beli', 'tanah', 'dan', 'rumah', 'konon', 'bikin', 'sim', 'stnk', 'dan', 'skck', 'juga', 'harus', 'melampirkan', 'bpjs', 'kesehatan', 'gaes', 'apakah', 'ke', 'depannya', 'beli', 'tiket', 'bola', 'di', 'stadion', 'selain', 'melampirkan', 'vaksin', 'x', 'juga', 'harus', 'melampirkan', 'bpjs', 'kesehatan', 'itu', 'lebih', 'penting', 'biar', 'habis', 'tawuran', 'ke', 'ugd', 'gratis']"
8091,"['jd', 'bpjs', 'tuh', 'skrg', 'jg', 'jadi', 'syarat', 'pas', 'jual', 'beli', 'tanah', 'tapi', 'ttp', 'gk', 'nyambung', 'sih', 'ngapain', 'perpanjang', 'sim', 'kudu', 'pake', 'bpjs']"
8092,"['seharusnya', 'kebijakannya', 'pakde', 'syarat', 'bikin', 'sim', 'dan', 'stnk', 'wajib', 'pakai', 'asuransi', 'kesehatan', 'kalau', 'pakai', 'bpjs', 'aja', 'kasian', 'yg', 'punya', 'asuransi', 'swasta']"
8093,"['yayasan', 'lembaga', 'konsumen', 'indonesia', 'ylki', 'meminta', 'pemerintah', 'membatalkan', 'kebijakan', 'syarat', 'wajib', 'kepesertaan', 'bpjs', 'kesehatan', 'dalam', 'transaksi', 'jual', 'beli', 'tanah', 'hingga', 'mengurus', 'sim']"
8094,"['yayasan', 'lembaga', 'konsumen', 'indonesia', 'ylki', 'meminta', 'pemerintah', 'membatalkan', 'kebijakan', 'syarat', 'wajib', 'kepesertaan', 'bpjs', 'kesehatan', 'dalam', 'transaksi', 'jual', 'beli', 'tanah', 'hingga', 'mengurus', 'sim']"
8095,"['bpjs', 'sebagai', 'syarat', 'untuk', 'pembuatan', 'simperpanjangan', 'stnksampai', 'syarat', 'jual', 'beli', 'tanah', 'pada', 'tau', 'kan', 'tujuan', 'dari', 'pemerintah', 'segala', 'macam', 'dikorek', 'untuk', 'nyedot', 'darah', 'rakyat']"
8096,"['info', 'mazzeh', 'syarat', 'buat', 'sim', 'harus', 'pake', 'bpjs', 'kesehatan', 'yang', 'aneh', 'aneh', 'aja', 'lah', 'makin', 'hari']"
8097,"['bpjs', 'kesehatan', 'juga', 'jadi', 'syarat', 'bikin', 'sim', 'dan', 'skck']"
8098,"['bpjs', 'kesehatan', 'juga', 'jadi', 'syarat', 'bikin', 'sim', 'dan', 'skck']"
8099,"['bpjs', 'kesehatan', 'juga', 'jadi', 'syarat', 'bikin', 'sim', 'dan', 'skck']"
8100,"['yang', 'jd', 'pertanyaan', 'apa', 'korelasinya', 'apa', 'pentingnya', 'kepesertaan', 'bpjs', 'kesehatan', 'ini', 'digunakan', 'sbg', 'salah', 'satu', 'syarat', 'membuat', 'sim', 'stnk', 'skckdan', 'jg', 'jual', 'beli', 'tanah', 'maap', 'nanya', 'soalnya', 'awam', 'untuk', 'masalah', 'ini']"
8101,"['bpjs', 'kesehatan', 'juga', 'jadi', 'syarat', 'bikin', 'sim', 'dan', 'skck']"
8102,"['setelah', 'syarat', 'perpanjang', 'sim', 'kata', 'emak', 'gue', 'syaratnya', 'pake', 'bpjs', 'sekarang', 'beli', 'minyak', 'goreng', 'pake', 'bukti', 'vaksin', 'nanti', 'beli', 'tahu', 'tempe', 'pake', 'skck']"
8103,"['bpjs', 'yang', 'menjadi', 'syarat', 'mengurus', 'sim', 'serta', 'melaksanakan', 'ibadah', 'haji', 'atau', 'umrah', 'tertera', 'dalam', 'inpres', 'instruksi', 'tersebut', 'tentang', 'optimalisasi', 'pelaksanaan', 'program', 'jaminan', 'kesehatan', 'nasional', 'jkn', 'baca', 'selengkapnya', 'di', 'cnnindonesia']"
8104,"['bpjs', 'kesehatan', 'jadi', 'syarat', 'sim', 'hingga', 'naik', 'haji', 'ini', 'komentar', 'pekerja', 'enggak', 'nyambung', 'lengkapcepatberitanya', 'keuangan', 'ekonomi', 'ekonomi', 'ekonomiindonesia']"
8105,"['lanyalla', 'mengkritik', 'keras', 'kebijakan', 'kartu', 'peserta', 'bpjs', 'kesehatan', 'jadi', 'syarat', 'jual', 'beli', 'tanah', 'sim', 'stnk', 'dan', 'syarat', 'naik', 'haji', 'bpjs', 'inpres', 'sertifikat', 'sim', 'umroh', 'stnk', 'jkn', 'lanyalla', 'lanyallaacademia', 'lnm', 'spiritlanyalla', 'beranibangkit']"
8106,"['mohon', 'tanya', 'dpr', 'apakah', 'instruksi', 'presiden', 'di', 'atas', 'undangundang', 'menurut', 'pasal', 'uu', 'no', 'syarat', 'administratif', 'bikin', 'sim', 'adalah', 'a', 'ktp', 'b', 'isi', 'formulir', 'permohonan', 'c', 'rumusan', 'sidik', 'jari', 'apakah', 'syarat', 'bpjs', 'utk', 'bikin', 'sim', 'tidak', 'melanggar', 'uu', 'ini']"
8107,"['bpjs', 'jadi', 'syarat', 'urus', 'sim', 'hingga', 'jual', 'beli', 'tanah', 'nicho', 'silalahi', 'sindir', 'taipan', 'rakyat', 'dipalakin', 'mulu']"
8108,"['bukan', 'hal', 'kaya', 'gtuyg', 'di', 'ributkan', 'itu', 'knp', 'jadi', 'syarat', 'buat', 'ini', 'dan', 'itumasa', 'iya', 'jual', 'beli', 'tanah', 'harus', 'pake', 'bpjsperpanjang', 'sim', 'n', 'stnk', 'harus', 'pake', 'bpjsitu', 'biar', 'apabiar', 'semua', 'org', 'pakai', 'dan', 'uangnya', 'masuk', 'k', 'kas', 'negara', 'jd', 'bnyk', 'dsn', 'bisa', 'di', 'investkanitu', 'yg', 'di', 'ributkan']"
8109,"['bpjs', 'jadi', 'syarat', 'urus', 'sim', 'hingga', 'jual', 'beli', 'tanah', 'nicho', 'silalahi', 'sindir', 'taipan', 'rakyat', 'dipalakin', 'mulu']"
8110,"['bpjs', 'jadi', 'syarat', 'buat', 'sim', 'begini', 'aturannya', 'wajib', 'simak']"
8111,"['kapolri', 'juga', 'diminta', 'menyempurnakan', 'regulasi', 'yang', 'sudah', 'ada', 'untuk', 'menyesuaikan', 'instruksi', 'baru', 'presiden', 'selama', 'ini', 'bpjs', 'kesehatan', 'tidak', 'pernah', 'menjadi', 'syarat', 'administrasi', 'pembuatan', 'sim', 'di', 'dalam', 'negeri', 'cnnindonesia', 'detiknetwork']"
8112,"['gatau', 'do', 'yang', 'bikin', 'aku', 'bingung', 'skrng', 'kenapa', 'bpjs', 'jadi', 'syarat', 'bikin', 'sim', 'beli', 'tanah', 'dll', 'ktp', 'kita', 'gunanya', 'apa', 'ajg']"
8113,"['kok', 'bpjs', 'jadi', 'syarat', 'buat', 'sim', 'kenapa', 'kok', 'aneh', 'sus', 'gak', 'si']"
8114,"['bpjs', 'jadi', 'syarat', 'mengurus', 'sim', 'hingga', 'umrah', 'begini', 'tanggapan', 'gerindra']"
8115,"['bpjs', 'kesehatan', 'jadi', 'syarat', 'bikin', 'sim', 'sampai', 'jual', 'beli', 'tanah', 'disebut', 'tidak', 'relevan', 'dan', 'membebani']"
8116,"['bpjs', 'kesehatan', 'syarat', 'bikin', 'sim', 'jual', 'beli', 'tanah', 'ibadah', 'hajiumrah', 'dinilai', 'lebay']"
8117,"['bpjs', 'jadi', 'syarat', 'bikin', 'sim', 'hingga', 'urus', 'tanah', 'irma', 'suryani', 'singgung', 'hal', 'ini']"
8118,"['bpjs', 'kesehatan', 'jadi', 'syarat', 'naik', 'haji', 'jual', 'beli', 'tanah', 'dan', 'pengurusan', 'sim']"
8119,"['mulai', 'maret', 'nanti', 'bpjs', 'kesehatan', 'menjadi', 'salah', 'satu', 'syarat', 'jualbeli', 'tanah', 'hingga', 'mengurus', 'sim']"
8120,"['bpjs', 'kesehatan', 'menjadi', 'syarat', 'jual', 'beli', 'tanah', 'perpanjang', 'atau', 'pembuatan', 'stnk', 'dan', 'sim', 'faedahnya', 'dimana', 'ya', 'bpjskesehatan', 'bpjs']"
8121,"['setelah', 'jadi', 'syarat', 'buat', 'beli', 'tanah', 'bpjs', 'kesehatan', 'juga', 'akan', 'dipakai', 'buat', 'sim', 'newsrctiplus']"
8122,"['gimana', 'kalo', 'syarat', 'pake', 'bpjs', 'tapi', 'perpanjang', 'amp', 'bikin', 'sim', 'nya', 'digratiskan']"
8123,"['cara', 'daftar', 'kepesertaan', 'bpjs', 'kesehatan', 'online', 'kini', 'jadi', 'syarat', 'urus', 'sim', 'hingga', 'jual', 'beli', 'tanah']"
8124,"['ada', 'yg', 'tau', 'gak', 'kenapa', 'syarat', 'jual', 'beli', 'ngurus', 'sim', 'stnk', 'dll', 'harus', 'pake', 'bpjs', 'apa', 'urgensi', 'nya', 'apa', 'pentingnya', 'kenapa', 'harus', 'bpjs', 'dijadikan', 'syarat', 'yuk', 'yang', 'tau']"
8125,"['tak', 'hanya', 'jual', 'beli', 'tanah', 'bpjs', 'kesehatan', 'juga', 'jadi', 'syarat', 'bikin', 'sim', 'hingga', 'skck']"
8126,"['permohonan', 'sim', 'stnk', 'dan', 'surat', 'keterangan', 'catatan', 'kepolisian', 'skck', 'serta', 'syarat', 'untuk', 'mendapatkan', 'kredit', 'usaha', 'rakyat', 'kur', 'terkait', 'dengan', 'syarat', 'bpjs', 'kesehatan', 'sebagai', 'syarat', 'jual', 'beli', 'tanah', 'staf', 'khusus', 'dan', 'juru', 'bicara', 'kementerian', 'atrbpn', 'tauku', 'taufiqulhadi', 'menjelaskan']"
8127,"['bpjs', 'kesehatan', 'jadi', 'syarat', 'naik', 'haji', 'jual', 'beli', 'tanah', 'dan', 'pengurusan', 'sim']"
8128,"['jokowi', 'bpjs', 'kesehatan', 'jadi', 'syarat', 'urus', 'sim', 'stnk', 'skck', 'umrah', 'naik', 'haji', 'hingga', 'jual', 'beli', 'tanah', 'bpjs', 'kesehatan', 'syarat', 'skck', 'haji', 'umrah', 'tanah', 'jualbeli', 'sim', 'stnk', 'via']"
8129,"['bpjs', 'jadi', 'syarat', 'beli', 'rumah', 'urus', 'sim', 'dll', 'emang', 'gak', 'nalar', 'tapi', 'di', 'dlm', 'masyarakat', 'yg', 'tanpa', 'nalar', 'spt', 'disini', 'hal', 'itu', 'perlu', 'dilakukan']"
8130,"['catat', 'nih', 'bpjs', 'kesehatan', 'sekarang', 'jadi', 'syarat', 'masyarakat', 'urus', 'sim', 'stnk', 'dan', 'skck', 'lewat']"
8131,"['baru', 'juga', 'kelar', 'soal', 'drama', 'sendok', 'dan', 'sedotan', 'plastik', 'udah', 'muncul', 'lagi', 'bpjs', 'syarat', 'buat', 'perpanjang', 'stnk', 'dan', 'sim', 'pantes', 'wakanda', 'rauwis', 'uwis', 'urusan']"
8132,"['inpres', 'tetapkan', 'bpjs', 'jadi', 'syarat', 'utama', 'pembuatan', 'sim', 'stnk', 'skck', 'naik', 'haji', 'hingga', 'jual', 'beli', 'tanah', 'negararampasjhtrakyat', 'negararampasjhtrakyat']"
8133,"['bpjs', 'kes', 'jadi', 'syarat', 'jual', 'beli', 'tanah', 'bikin', 'skck', 'sim', 'stnk', 'untuk', 'haji', 'umrah', 'apa', 'pertimbangan', 'pemerintah', 'lantas', 'apa', 'kalo', 'kita', 'sakit', 'pas', 'haji', 'dan', 'umrah', 'di', 'arab', 'saudi', 'nanti', 'dicover', 'bpjs', 'klik', 'wawancara', 'dirut', 'ali', 'ghufron', 'mukti', 'gtgt']"
8134,"['jokowi', 'jadikan', 'bpjs', 'sebagai', 'syarat', 'urus', 'sim', 'stnk', 'skck', 'umrah', 'haji', 'dan', 'jual', 'beli', 'tanah']"
8135,"['bpjs', 'kesehatan', 'jadi', 'syarat', 'mengurus', 'sim', 'dan', 'stnk']"
8136,"['bpjs', 'kesehatan', 'jadi', 'syarat', 'urus', 'sim', 'stnk', 'skck', 'dll', 'au', 'ah']"
8137,"['jokowi', 'keluarkan', 'inpres', 'bpjs', 'kesehatan', 'menjadi', 'syarat', 'kepengurusan', 'sim', 'stnk', 'skck', 'hingga', 'daftar', 'naik', 'haji']"
8138,"['kebijakan', 'pemerintah', 'yg', 'memberlakukan', 'bpjs', 'sbg', 'slh', 'satu', 'syarat', 'utk', 'mengurus', 'bnyk', 'hal', 'mulai', 'jual', 'rumahtanah', 'bikin', 'simstnkskck', 'hingga', 'umroh', 'mmg', 'terlihat', 'janggal', 'dan', 'aneh', 'berharap', 'kebijakan', 'tsb', 'tdk', 'membebani', 'hidup', 'masyarakat', 'kedepan', 'nya', 'be', 'positip', 'thinking']"
8139,"['bpjs', 'kesehatan', 'bakal', 'jadi', 'syarat', 'bikin', 'sim', 'naik', 'haji', 'hingga', 'jual', 'beli', 'tanah']"
8140,"['bpjs', 'untuk', 'syarat', 'mengurus', 'skck', 'sim', 'stnk', 'sampai', 'jual', 'beli', 'tanah', 'jht', 'dicairkan', 'umur', 'tahunkecuali', 'cacat', 'tetap', 'meninggal', 'dunia', 'makin', 'parah', 'gak', 'sih']"
8141,"['presiden', 'jokowi', 'mengatur', 'bpjs', 'kesehatan', 'jadi', 'syarat', 'jual', 'beli', 'tanah', 'buat', 'sim', 'stnk', 'sampai', 'umrah', 'bpjs', 'inpres', 'videokompas', 'jernihkanharapan']"
8142,"['ylki', 'desak', 'pemerintah', 'batalkan', 'syarat', 'bpjs', 'untuk', 'jual', 'beli', 'tanah', 'hingga', 'urus', 'sim']"
8143,"['berlaku', 'maret', 'kartu', 'bpjs', 'kesehatan', 'jadi', 'syarat', 'dalam', 'jual', 'beli', 'tanah', 'hingga', 'urus', 'stnk', 'dan', 'sim']"
8144,"['mana', 'sim', 'c', 'mati', 'bikin', 'baru', 'syarat', 'kepesertsan', 'bpjs']"
8145,"['setelah', 'jadi', 'syarat', 'buat', 'beli', 'tanah', 'bpjs', 'kesehatan', 'juga', 'akan', 'dipakai', 'buat', 'sim']"
8146,"['lucuya', 'giliran', 'bpjs', 'kesehatan', 'harus', 'jadi', 'syarat', 'julbeli', 'dan', 'bikin', 'sim', 'atu', 'stnk', 'hiliran', 'bpjs', 'ketengakerjaan', 'gak', 'boleh', 'di', 'ambil', 'sebelum', 'usia', 'th', 'keliatan', 'pengen', 'nguasai', 'harta', 'rakyatnya']"
8147,"['bpjs', 'kesehatan', 'jadi', 'syarat', 'bikin', 'sim', 'sampai', 'jual', 'beli', 'tanah', 'selengkapnyagtgtgtgt']"
8148,"['mending', 'hapus', 'kelas', 'sih', 'jadi', 'bisa', 'sama', 'rata', 'semuanya', 'tapi', 'btw', 'yg', 'dibahas', 'bukan', 'karna', 'berat', 'bayar', 'bpjs', 'tapi', 'why', 'banget', 'bpjs', 'kudu', 'jadi', 'syarat', 'buat', 'sim', 'umrah', 'sama', 'jual', 'beli', 'tanah', 'ngadi', 'banget', 'wkwk']"
8149,"['desember', 'kemarin', 'saya', 'perpanjang', 'sim', 'ga', 'ada', 'syarat', 'bpjs']"
8150,"['bpjs', 'kesehatan', 'ungkap', 'target', 'aturan', 'syarat', 'bikin', 'sim', 'hingga', 'beli', 'tanah']"
8151,"['jokowi', 'atur', 'peserta', 'aktif', 'bpjs', 'kesehatan', 'syarat', 'wajib', 'urus', 'sim', 'dan', 'stnk']"
8152,"['bpjs', 'jadi', 'syarat', 'baru', 'dalam', 'aturan', 'jual', 'beli', 'tanah', 'sim', 'stnk', 'dan', 'kepengurusan', 'dalam', 'pemerintah', 'sima', 'alasannya', 'sebagai', 'berikut']"
8153,"['saat', 'isu', 'ini', 'lg', 'digoreng', 'buzzer', 'presiden', 'sudah', 'mengeluarkan', 'kebijakan', 'syarat', 'bikin', 'sim', 'stnk', 'umroh', 'dan', 'haji', 'harus', 'memiliki', 'bpjs', 'wqwqwq']"
8154,"['mgtnews', 'warga', 'yang', 'ingin', 'membuat', 'surat', 'izin', 'mengemudi', 'sim', 'stnk', 'melaksanakan', 'ibadah', 'haji', 'atau', 'umrah', 'bahkan', 'jual', 'beli', 'tanah', 'harus', 'memiliki', 'kartu', 'bpjs', 'kesehatan', 'sebagai', 'salah', 'satu', 'syarat', 'gengsoremgt', 'mgtradio']"
8155,"['kartu', 'bpjs', 'kesehatan', 'jadi', 'syarat', 'jual', 'beli', 'tanah', 'pembuatan', 'sim', 'stnk', 'hingga', 'laksanakan', 'ibadah', 'haji', 'apa', 'landasan', 'dari', 'kebijakan', 'tersebut', 'simak', 'informasi', 'selengkapnya', 'melalui', 'video', 'di', 'bawah', 'akuratco', 'kawanakuratco', 'akuratcovideo', 'bpjs', 'sim', 'stnk']"
8156,"['lagi', 'rame', 'bpjs', 'kesehatan', 'jadi', 'syarat', 'beli', 'tanah', 'bikin', 'sim', 'stnk', 'sama', 'skck', 'mas', 'per', 'maret']"
8157,"['hahahaha', 'mbuh', 'karepmu', 'hubungane', 'bpjs', 'ambe', 'jual', 'beli', 'tanah', 'opo', 'seh', 'bpjs', 'jadi', 'syarat', 'urus', 'sim', 'stnk', 'naik', 'haji', 'hingga', 'jual', 'beli', 'tanah']"
8158,"['selain', 'jual', 'beli', 'tanah', 'bpjs', 'kesehatan', 'juga', 'jadi', 'syarat', 'urus', 'kur', 'stnk', 'sim', 'skck', 'hingga', 'pmi']"
8159,"['ketua', 'dpd', 'ri', 'aa', 'lanyalla', 'mahmud', 'mattalitti', 'mengkritik', 'keras', 'kebijakan', 'kartu', 'peserta', 'bpjs', 'kesehatan', 'yg', 'menjadi', 'syarat', 'transaksi', 'jual', 'beli', 'tanah', 'pembuatan', 'sim', 'stnk', 'amp', 'juga', 'syarat', 'naik', 'haji', 'amp', 'umroh', 'kabarnya', 'syarat', 'itu', 'akan', 'diberlakukan', 'mulai', 'maret', 'lanyalla', 'bpjs']"
8160,"['warga', 'respons', 'bpjs', 'kesehatan', 'jadi', 'syarat', 'sim', 'via']"
8161,"['kartu', 'bpjs', 'kesehatan', 'akan', 'menjadi', 'syarat', 'dalam', 'mengurus', 'sejumlah', 'layanan', 'publik', 'seperti', 'jual', 'beli', 'tanah', 'membuat', 'sim', 'stnk', 'skck', 'hingga', 'haji', 'dan', 'umrah', 'selengkapnya', 'bpjskesehatan']"
8162,"['jokowi', 'jadikan', 'bpjs', 'sebagai', 'syarat', 'urus', 'sim', 'stnk', 'skck', 'umrah', 'haji', 'dan', 'jual', 'beli', 'tanah', 'arrahmahcom']"
8163,"['ribut', 'bpjs', 'jd', 'syarat', 'bikin', 'sim', 'ama', 'stnk']"
8164,"['alasan', 'kartu', 'bpjs', 'kesehatan', 'jadi', 'syarat', 'jual', 'beli', 'tanah', 'hingga', 'sim']"
8165,"['puas', 'dengkul', 'mu', 'kui', 'yg', 'loe', 'survei', 'karyawan', 'lo', 'sendiri', 'pa', 'pas', 'kompas', 'media', 'kompor', 'bledug', 'kebijakan', 'yg', 'pro', 'cukong', 'amp', 'menindas', 'rakyat', 'jahat', 'th', 'bpjs', 'jd', 'syarat', 'adm', 'stnk', 'sim', 'stnk', 'migor', 'langka', 'jgn', 'asal', 'jeplak', 'aja', 'bong']"
8166,"['alasan', 'kartu', 'bpjs', 'kesehatan', 'jadi', 'syarat', 'jual', 'beli', 'tanah', 'hingga', 'sim']"
8167,"['orang', 'pekerja', 'dgn', 'pendapatan', 'juta', 'per', 'bln', 'wajib', 'ikut', 'bpjs', 'otomatis', 'gaji', 'di', 'potong', 'paling', 'per', 'bln', 'utk', 'biaya', 'hidup', 'tidak', 'mencukupi', 'apa', 'lagi', 'sekarang', 'pengangguran', 'meningkat', 'tajam', 'apa', 'para', 'penganggur', 'wajib', 'ikut', 'bpjs', 'sbg', 'syarat', 'bikin', 'sim']"
8168,"['misal', 'ada', 'seorang', 'miskin', 'punya', 'skill', 'bisa', 'nyupir', 'dia', 'mau', 'bikin', 'sim', 'dan', 'skck', 'biar', 'bisa', 'kerja', 'jadi', 'supir', 'tapi', 'gak', 'punya', 'bpjs', 'boro', 'punya', 'duit', 'buat', 'ngurus', 'bpjs', 'iurannya', 'ibarat', 'nelayan', 'mau', 'beli', 'solar', 'buat', 'kapalnya', 'tapi', 'dipaksa', 'beli', 'pancing', 'buat', 'syarat', 'beli', 'solar']"
8169,"['ada', 'apa', 'dengan', 'bpjs', 'kemarin', 'beritanya', 'masih', 'anget', 'soal', 'jht', 'yg', 'ditahan', 'sampe', 'usia', 'th', 'baru', 'bisa', 'di', 'cairkan', 'nambah', 'lagi', 'persoalan', 'bpjs', 'sebagai', 'syarat', 'pembelian', 'rumah', 'skrang', 'bpjs', 'sebagai', 'syarat', 'urus', 'sim', 'dan', 'stnk', 'apa', 'korelasinya', 'ada', 'apa', 'dengan', 'bpjs']"
8170,"['bpjs', 'kesehatan', 'jadi', 'syarat', 'masyarakat', 'urus', 'sim', 'stnk', 'dan', 'skck']"
8171,"['per', 'maret', 'bpjs', 'kesehatan', 'syarat', 'urus', 'sim', 'hingga', 'transaksi', 'tanah']"
8172,"['terdaftar', 'bpjs', 'kesehatan', 'kini', 'jadi', 'syarat', 'membuat', 'sim', 'ini', 'prosedur', 'membuat', 'sim', 'yang', 'perlu', 'diketahui']"
8173,"['ini', 'kata', 'bpjs', 'kesehatan', 'soal', 'keanggotaan', 'jadi', 'syarat', 'bikin', 'sim', 'hingga', 'jual', 'beli', 'tanah']"
8174,"['kepemilikan', 'kartu', 'peserta', 'bpjs', 'akan', 'menjadi', 'syarat', 'wajib', 'untuk', 'mengurus', 'sim', 'masyarakat', 'juga', 'wajib', 'memiliki', 'bpjs', 'kesehatan', 'jika', 'ingin', 'mengurus', 'stnk', 'skck', 'dan', 'jual', 'beli', 'tanah', 'video']"
8175,"['maksudnya', 'bpjs', 'syarat', 'buat', 'sim', 'stnk', 'gimana', 'mau', 'ngrampok', 'rakyat', 'kecil', 'kah']"
8176,"['pemerintah', 'saat', 'ini', 'menetapkan', 'kepesertaan', 'bpjs', 'kesehatan', 'sebagai', 'salah', 'satu', 'syarat', 'untuk', 'mengurus', 'sim', 'stnk', 'dan', 'skck', 'akan', 'diberlakukan', 'hal', 'itu', 'terjadi', 'setelah', 'presiden', 'joko', 'widodo', 'menerbitkan', 'instruksi', 'presiden', 'republik', 'indonesia', 'nomor', 'tahun', 'smartnews']"
8177,"['sekarang', 'bpjs', 'kesehatan', 'jadi', 'syarat', 'urus', 'sim', 'stnk', 'dan', 'skck', 'begini', 'penjelasannya']"
8178,"['bpjs', 'kesehatan', 'menjadi', 'syarat', 'jual', 'beli', 'tanah', 'sampai', 'buat', 'sim', 'berikut', 'cara', 'daftar', 'bpjs', 'kesehatan']"
8179,"['bpjs', 'kesehatan', 'jadi', 'syarat', 'buat', 'sim', 'sampai', 'jual', 'beli', 'tanah', 'disebut', 'tidak', 'relevan', 'dan', 'membebankan', 'masyarakat']"
8180,"['kartu', 'bpjs', 'jadi', 'syarat', 'urus', 'sim', 'stnk', 'naik', 'haji', 'hingga', 'jual', 'beli', 'tanah']"
8181,"['tp', 'ini', 'tdk', 'serta', 'merta', 'jd', 'alasan', 'pemt', 'bhw', 'kepesertaan', 'bpjs', 'menjd', 'syarat', 'bayar', 'pajak', 'perpanjangan', 'sim', 'stnk', 'dlsb', 'trus', 'opo', 'fungsi', 'npwp', 'dan', 'ktp']"
8182,"['alasan', 'mengapa', 'bpjs', 'jadi', 'syarat', 'dalam', 'proses', 'transaksi', 'jual', 'beli', 'tanah', 'dan', 'pembuatan', 'sim']"
8183,"['radar', 'bogor', 'catat', 'nih', 'bpjs', 'kesehatan', 'sekarang', 'jadi', 'syarat', 'masyarakat', 'urus', 'sim', 'stnk', 'dan', 'sk']"
8184,"['bpjs', 'jadi', 'syarat', 'urus', 'sim', 'stnk', 'naik', 'haji', 'sampai', 'jual', 'tanah']"
8185,"['presiden', 'jokowi', 'mewajibkan', 'kartu', 'peserta', 'bpjs', 'kesehatan', 'sebagai', 'syarat', 'untuk', 'mendapatkan', 'beberapa', 'pelayanan', 'publik', 'mulai', 'dari', 'jual', 'beli', 'tanah', 'umrah', 'dan', 'haji', 'hingga', 'mengurus', 'sim']"
8186,"['selain', 'mengurus', 'jual', 'beli', 'tanah', 'syarat', 'keanggotaan', 'aktif', 'bpjs', 'kesehatan', 'juga', 'diberlakukan', 'dalam', 'pembuatan', 'surat', 'izin', 'mengemudi', 'sim', 'surat', 'tanda', 'nomor', 'kendaraan', 'stnk', 'surat', 'keterangan', 'catatan', 'kepolisian', 'skck', 'sampai', 'menjadi', 'persyaratan', 'untuk', 'calon', 'jemaah', 'haji', 'dan', 'umrah']"
8187,"['kalau', 'gak', 'mau', 'bikin', 'bpjs', 'ya', 'terserah', 'tapi', 'jangan', 'minta', 'urus', 'sim', 'dibebaskan', 'dari', 'syarat', 'bpjs', 'ini', 'jangan', 'minta', 'urus', 'perizinan', 'dibebaskan', 'dari', 'aturan', 'ini', 'toh', 'anda', 'gak', 'butuh']"
8188,"['pemerintah', 'saat', 'ini', 'menetapkan', 'kepesertaan', 'bpjs', 'kesehatan', 'sebagai', 'salah', 'satu', 'syarat', 'untuk', 'mengurus', 'sim', 'stnk', 'dan', 'skck', 'akan', 'diberlakukan', 'nasional', 'jernihkanharapan']"
8189,"['download', 'inpres', 'bpjs', 'kesehatan', 'jadi', 'syarat', 'administratif', 'bukan', 'cuma', 'sim', 'dan', 'stnk']"
8190,"['kartu', 'bpjs', 'kesehatan', 'akan', 'jadi', 'syarat', 'bikin', 'sim', 'urus', 'stnk', 'umrah', 'amp', 'haji', 'ini', 'aturan', 'lengkapnya']"
8191,"['kartu', 'bpjs', 'kesehatan', 'akan', 'jadi', 'syarat', 'bikin', 'sim', 'urus', 'stnk', 'umrah', 'amp', 'haji', 'ini', 'aturan', 'lengkapnya']"
8192,"['bpjs', 'kesehatan', 'jadi', 'syarat', 'administrasi', 'jual', 'beli', 'tanah', 'hingga', 'buat', 'sim']"
8193,"['mulai', 'tanggal', 'maret', 'bpjs', 'jadi', 'syarat', 'utama', 'untuk', 'pembuatan', 'sim', 'stnk', 'skck', 'naik', 'haji', 'hingga', 'jual', 'beli']"
8194,"['mewajibkan', 'bpjs', 'kesehatan', 'sbg', 'syarat', 'untuk', 'mendapatkan', 'pelayanan', 'publik', 'mulai', 'dari', 'jual', 'beli', 'tanah', 'sim', 'umrah', 'haji', 'mohon', 'maaf', 'nih', 'pak', 'ini', 'literally', 'b', 'ya', 'allah', 'saya', 'author', 'homo', 'bukan', 'cs', 'bpjs', 'jangan', 'marah', 'ke', 'saya']"
8195,"['pemerintah', 'saat', 'ini', 'menetapkan', 'kepesertaan', 'bpjs', 'kesehatan', 'sebagai', 'salah', 'satu', 'syarat', 'untuk', 'mengurus', 'sim', 'stnk', 'dan', 'skck', 'akan', 'diberlakukan', 'hal', 'itu', 'terjadi', 'setelah', 'presiden', 'joko', 'widodo', 'menerbitkan', 'inpres', 'nomor', 'tahun']"
8196,"['bpjs', 'menjadi', 'syarat', 'dalam', 'mengurus', 'administrasi', 'jual', 'beli', 'perpanjangan', 'sim', 'dan', 'surat', 'kepemilikan', 'logika', 'hukumnya', 'dimana', 'apa', 'ktp', 'kk', 'sudah', 'tidak', 'memiliki', 'urgensi', 'sebagai', 'syaratsyarat', 'administrasi', 'sebelumnya']"
8197,"['bpjs', 'kesehatan', 'jadi', 'syarat', 'masyarakat', 'urus', 'sim', 'stnk', 'dan', 'skck']"
